BENZENE,1.79909300804138,1.25086236000061,0.391317397356033,0.113579824566841,0.0337722301483154,0.0109579646959901,0.00398786924779415
BUT1ENE,4.23899459838867,0.952105820178986,0.26556807756424,0.153800621628761,0.131742969155312,0.122597754001617,0.115265570580959
C2H4,2.22725129127502,0.569667816162109,0.0444303527474403,0.00360415759496391,0.000642184866592288,0.000272836012300104,0.000143543307785876
C2H6,0.13925464451313,0.265210539102554,0.286276310682297,0.287124693393707,0.279357403516769,0.26720118522644,0.253293454647064
C3H6,3.94540429115295,0.915005147457123,0.162935584783554,0.0337485559284687,0.00954293180257082,0.00392938451841474,0.00210946146398783
C3H8,0.426944702863693,0.608259558677673,0.552244782447815,0.483642846345901,0.419125497341156,0.363667219877243,0.318104237318039
CH4,0.00280639296397567,0.00429526995867491,0.00454105949029326,0.00474336510524154,0.00488437758758664,0.00498143769800663,0.00505872257053852
EBENZ,2.39879059791565,1.66781651973724,0.521756529808044,0.151439771056175,0.0450296401977539,0.0146106192842126,0.00531715899705887
IC4H10,1.09604048728943,1.62047708034515,1.37908244132996,1.03720545768738,0.723494410514832,0.485144942998886,0.321636170148849
IC5H12,1.37005066871643,2.02559638023376,1.72385287284851,1.29650676250458,0.904368042945862,0.606431186199188,0.40204519033432
ISOP,5.34897327423096,0.894205152988434,0.224062770605087,0.0697756558656693,0.0221690088510513,0.00731753883883357,0.00269233155995607
MEPROPENE,4.23899459838867,0.952105820178986,0.26556807756424,0.153800621628761,0.131742969155312,0.122597754001617,0.115265570580959
MXYL,2.39879059791565,1.66781651973724,0.521756529808044,0.151439771056175,0.0450296401977539,0.0146106192842126,0.00531715899705887
NC4H10,1.09604048728943,1.62047708034515,1.37908244132996,1.03720545768738,0.723494410514832,0.485144942998886,0.321636170148849
NC5H12,1.37005066871643,2.02559638023376,1.72385287284851,1.29650676250458,0.904368042945862,0.606431186199188,0.40204519033432
NC6H14,1.64406085014343,2.43071556091309,2.06862354278564,1.55580806732178,1.08524167537689,0.727717399597168,0.482454240322113
NC7H16,1.91807103157043,2.83583498001099,2.41339421272278,1.81510949134827,1.26611530780792,0.849003672599792,0.562863290309906
NC8H18,2.19208097457886,3.24095416069031,2.75816488265991,2.07441091537476,1.44698882102966,0.970289885997772,0.643272340297699
OXYL,2.39879059791565,1.66781651973724,0.521756529808044,0.151439771056175,0.0450296401977539,0.0146106192842126,0.00531715899705887
PXYL,2.39879059791565,1.66781651973724,0.521756529808044,0.151439771056175,0.0450296401977539,0.0146106192842126,0.00531715899705887
TOLUENE,2.09894180297852,1.45933949947357,0.4565369784832,0.132509797811508,0.0394009351730347,0.0127842919901013,0.00465251412242651
